Current Designation,Department Affiliation,Years of Service,Specialization Areas,Academic Qualifications,Patent Count,Publication Records (Journals),Publication Records (Conferences),Research Project Involvement,Citation Metrics,Core Courses Count (CS),Electives Count (CS),Lab Courses Count (CS),Student Count per Course (CS),Interdisciplinary Courses (Non-CS),Foundation Courses (Non-CS),Student Count per Course (Non-CS),Subject Knowledge (1-10),Teaching Methodology (1-10),Communication Clarity (1-10),Student Engagement (1-10),Doubt Resolution (1-10),Semester-wise Performance Trends (1-10),Implementation of Previous Feedback (1-10),Teaching Innovation Metrics (1-10),Student Success Rates (1-10),Course Completion Effectiveness (1-10),New Designation,Future Designation
0,0,27,5,0,1,3,12,11,4302,4,1,3,50,2,1,22,8,1,6,10,6,8,2,3,1,8,0,1
1,4,17,0,2,7,22,18,5,3829,5,3,5,98,1,5,141,9,2,1,3,2,1,3,3,2,7,0,0
0,4,1,2,2,6,1,33,8,2515,1,0,3,80,0,3,79,2,7,4,9,7,5,4,1,6,1,0,2
1,9,15,4,2,10,20,44,8,9327,4,0,2,83,0,5,56,7,4,1,4,3,6,10,4,7,9,0,0
0,9,9,0,3,6,46,23,10,8694,3,3,4,94,3,1,116,7,1,1,10,5,10,6,2,5,10,0,3
2,6,7,4,0,0,14,42,20,575,1,2,2,117,3,3,48,7,9,9,1,10,9,8,2,2,10,0,3
0,6,12,3,1,0,15,48,3,3471,4,0,3,41,0,5,84,4,8,4,2,8,5,3,9,10,3,1,5
0,2,20,2,1,10,50,21,17,7488,3,3,4,43,0,0,56,8,5,10,10,2,10,1,8,5,1,0,4
2,9,9,2,2,10,29,29,8,9685,4,2,4,54,0,0,53,7,3,2,2,5,3,6,10,10,1,0,3
1,4,25,3,2,6,47,49,15,6087,4,3,1,34,0,4,141,3,7,10,3,7,10,6,7,6,5,0,1
1,5,10,5,0,8,15,34,3,8688,5,2,1,78,0,0,72,8,10,1,2,10,3,4,4,1,2,0,5
1,4,20,1,0,8,16,33,13,408,1,1,4,125,3,3,72,8,10,5,10,5,4,3,8,4,5,0,4
2,6,26,1,3,9,33,37,7,9151,2,1,3,106,2,0,45,8,4,8,2,6,1,4,10,8,3,2,1
1,7,10,5,0,8,15,34,3,8688,5,2,1,78,0,0,72,8,10,1,2,10,3,4,4,1,2,0,5
1,7,21,3,0,2,38,3,19,5651,4,3,2,147,0,1,77,1,10,1,8,4,1,2,6,9,2,0,4
1,4,21,3,3,9,45,22,15,951,1,3,2,74,1,3,103,4,6,2,5,3,5,7,5,7,6,2,4
2,3,11,5,2,1,42,8,14,5612,5,1,2,75,3,1,40,4,9,3,2,2,8,5,10,3,3,1,5
2,2,14,3,3,8,36,1,6,7889,3,0,4,103,1,1,93,10,7,9,3,8,8,1,10,6,5,0,5
0,1,19,3,2,10,49,28,2,3817,1,3,4,65,0,4,82,4,7,5,2,10,7,7,1,1,9,0,0
1,0,17,0,2,7,22,18,5,3829,5,3,5,98,1,5,141,9,2,1,3,2,1,3,3,2,7,0,0
0,2,26,2,2,2,20,11,15,198,4,1,1,85,0,2,83,7,6,5,10,5,8,8,9,3,3,0,1
0,1,16,5,0,9,31,35,2,1201,2,0,1,63,0,2,56,5,3,8,6,2,9,6,6,6,2,0,0
1,3,30,1,0,4,6,40,5,5335,4,2,1,70,1,1,114,9,2,9,10,8,5,10,3,4,10,0,1
0,0,15,1,0,10,18,46,17,7494,5,3,5,103,2,1,33,3,2,6,5,8,4,7,7,1,7,0,0
2,5,20,2,1,6,35,24,3,3467,1,3,5,49,0,5,52,5,5,4,10,1,2,9,6,3,4,0,4
1,5,18,5,3,3,32,43,4,3257,3,1,4,112,1,4,29,8,9,3,2,6,2,6,5,10,4,2,0
2,9,17,5,2,5,2,10,7,9984,3,3,2,73,2,4,78,8,7,5,6,6,10,9,10,9,7,0,0
0,5,10,0,1,6,24,27,2,8674,5,2,4,69,2,5,45,8,10,8,7,10,3,2,3,3,1,1,5
2,1,27,0,1,9,12,4,6,5013,5,1,5,39,2,3,130,5,8,10,4,4,6,8,2,10,7,0,1
2,4,3,5,1,0,22,33,13,2597,3,2,2,75,2,0,20,10,2,9,10,5,1,6,4,3,1,0,2
0,3,19,5,3,4,32,37,5,4001,2,0,2,49,2,5,86,2,4,3,9,1,4,1,3,2,3,2,0
1,0,19,1,1,4,13,2,8,8846,5,3,4,90,2,2,100,3,3,7,10,7,4,7,8,9,10,0,0
2,5,13,0,3,7,12,6,6,3882,3,1,5,130,0,1,76,2,9,1,9,9,4,10,5,9,5,0,5
0,9,18,3,3,3,50,6,10,8184,4,2,3,116,3,1,83,6,6,3,10,3,10,1,4,3,3,2,0
1,6,28,4,2,10,32,38,6,7159,3,2,4,65,0,5,65,9,9,3,6,10,7,9,1,1,4,0,1
1,9,16,1,0,6,34,19,7,2093,3,0,1,57,3,2,25,5,9,2,1,1,6,8,8,2,4,0,0
0,7,6,3,0,4,38,1,19,2764,4,3,2,63,1,3,88,9,10,6,1,7,9,7,5,4,10,0,3
1,4,6,2,3,8,50,15,6,1259,1,2,5,23,0,5,135,8,8,1,8,9,1,2,5,2,2,0,3
1,6,6,2,1,8,21,1,6,3064,3,1,2,54,0,1,58,1,8,9,4,6,4,7,2,8,1,0,3
0,1,30,2,1,0,26,23,18,4611,5,2,4,60,0,4,80,2,5,3,5,3,6,2,4,4,7,0,1
1,0,5,3,2,2,48,6,9,8710,5,2,4,106,3,0,26,4,6,8,4,8,10,8,10,9,1,0,3
1,2,13,0,0,7,27,31,9,6161,3,2,2,129,0,0,111,8,10,3,5,7,6,4,8,3,4,0,5
2,0,13,1,2,2,14,12,15,252,4,1,1,45,0,0,46,5,1,9,1,3,4,4,3,6,6,1,5
1,1,5,4,0,2,18,37,10,5058,1,2,4,81,1,1,24,3,10,2,3,4,6,3,9,5,7,0,3
2,6,13,2,1,2,41,39,14,409,4,2,3,36,2,2,44,5,1,3,3,5,7,1,7,1,8,1,5
2,9,25,0,0,0,49,41,8,1313,3,0,4,45,2,3,139,1,7,10,1,5,1,5,8,7,5,0,1
2,4,20,2,1,6,35,24,3,3467,1,3,5,49,0,5,52,5,5,4,10,1,2,9,6,3,4,0,4
0,6,24,1,0,4,10,30,2,8915,5,0,3,126,2,3,125,7,2,10,3,1,5,4,5,3,6,0,4
2,0,22,0,2,4,47,10,5,5320,3,2,2,94,3,5,107,5,1,6,3,2,1,3,1,3,6,0,4
2,5,16,2,1,1,4,12,14,4851,4,1,1,74,0,5,112,2,4,5,8,9,6,3,3,3,5,0,0
0,5,4,4,0,1,50,0,1,1828,4,3,1,58,3,3,128,4,8,7,9,7,3,10,7,5,5,0,2
2,5,13,2,1,8,47,33,19,2067,1,1,5,41,2,0,127,4,5,10,10,5,5,7,3,3,2,1,5
0,7,2,2,2,3,36,47,1,7136,1,1,1,144,1,5,64,2,3,5,1,2,6,10,10,2,2,0,2
2,7,24,3,3,3,30,15,13,115,5,2,3,72,0,4,147,9,6,5,1,6,7,6,8,6,7,2,4
0,7,15,1,0,10,18,46,17,7494,5,3,5,103,2,1,33,3,2,6,5,8,4,7,7,1,7,0,0
0,4,26,5,2,0,34,0,20,8745,2,2,3,40,0,4,126,1,10,8,2,9,10,10,5,2,7,0,1
0,6,21,3,1,6,28,7,9,8158,3,0,4,124,3,2,108,10,3,3,3,2,8,6,7,3,4,0,4
2,5,14,5,0,9,44,35,10,6766,2,2,3,29,2,3,130,10,7,4,7,8,8,9,1,9,3,0,5
2,0,30,3,3,3,46,12,3,1856,5,2,3,107,0,1,81,3,3,6,5,7,5,3,1,6,9,2,1
0,0,12,0,1,3,13,43,3,7182,4,2,1,136,2,3,129,3,8,8,2,7,2,1,4,8,2,1,5
2,7,28,0,2,5,43,15,11,1379,2,3,3,86,3,1,61,3,4,5,10,3,7,6,8,3,9,0,1
0,7,15,5,1,8,5,19,13,5979,4,1,4,126,1,2,93,10,10,5,1,1,9,2,10,7,1,0,0
0,0,14,0,3,10,16,9,2,3254,4,1,1,78,2,1,23,8,1,10,6,9,1,1,10,2,7,0,5
0,9,11,1,1,4,31,47,12,109,1,0,3,105,2,1,141,6,8,4,9,3,10,2,6,7,10,1,5
2,1,21,4,2,4,10,29,18,2762,3,1,2,113,0,5,46,6,1,9,1,1,6,9,4,2,8,0,4
1,3,3,1,2,8,4,30,5,4487,4,0,1,83,0,3,89,10,7,2,10,7,5,6,3,3,4,0,2
1,4,30,5,3,4,49,32,10,3422,3,3,5,89,1,2,61,5,10,3,6,3,9,3,9,5,6,2,1
2,8,7,1,1,6,42,47,3,8955,2,1,5,30,3,1,123,7,1,6,8,5,1,10,4,8,10,0,3
1,3,2,4,1,9,13,39,13,2778,5,2,3,78,3,2,51,5,1,1,7,9,7,7,3,5,8,0,2
1,4,20,2,1,4,7,3,14,5190,4,3,4,86,2,1,97,7,7,10,2,5,4,2,3,2,4,0,4
0,2,18,1,1,3,26,9,18,6882,1,2,5,49,2,4,106,3,4,8,10,3,3,10,2,5,1,0,0
2,0,26,3,2,9,13,49,8,5136,5,0,5,54,3,4,65,9,8,6,2,7,5,3,8,10,10,0,1
1,8,20,0,1,0,6,23,1,4373,4,0,1,74,0,4,83,2,10,7,4,3,7,2,6,4,7,0,4
0,7,28,1,0,2,39,20,0,114,1,2,1,145,3,1,82,2,3,9,2,10,3,9,10,5,5,0,1
2,0,14,1,0,0,16,12,7,6881,2,3,4,93,1,1,136,3,3,1,8,5,5,9,5,2,5,0,5
1,7,18,5,2,8,44,34,2,7070,2,1,1,75,1,0,134,2,3,4,1,4,8,5,6,2,10,0,0
0,1,30,5,2,6,44,48,15,9172,2,2,2,110,1,1,68,7,6,4,7,2,8,9,5,6,8,0,1
0,4,29,5,0,7,18,27,13,8871,3,0,4,34,1,0,100,4,9,1,3,9,8,5,8,8,1,0,1
2,0,11,2,0,8,25,26,8,9200,4,2,5,45,0,2,124,5,1,4,4,6,6,10,5,1,1,0,5
1,0,5,3,2,2,48,6,9,8710,5,2,4,106,3,0,26,4,6,8,4,8,10,8,10,9,1,0,3
2,2,30,3,0,1,29,3,19,8428,5,3,3,62,0,1,113,2,1,7,8,5,2,7,7,6,9,0,1
0,9,2,2,3,0,23,50,8,6224,3,1,4,75,1,4,131,1,9,2,3,2,7,4,7,7,5,0,2
2,5,5,3,3,1,44,44,1,5446,5,3,1,124,3,0,49,10,5,6,3,4,7,4,4,1,3,0,3
2,4,18,4,0,10,20,22,13,2140,5,0,1,98,1,0,94,6,4,6,2,1,9,2,9,9,9,0,0
1,7,9,3,2,9,5,50,5,2520,2,1,3,98,2,4,149,10,9,4,6,3,6,10,5,5,8,0,3
1,2,7,0,1,10,5,7,13,2477,4,1,5,116,1,1,82,8,8,1,1,9,1,8,4,3,6,0,3
0,3,7,0,1,6,38,26,4,382,3,2,1,70,0,1,52,2,5,6,5,9,5,1,7,5,4,0,3
0,1,18,3,0,8,17,0,13,6575,1,1,1,62,2,4,55,9,2,10,1,3,9,9,3,5,4,0,0
1,4,27,4,0,3,44,13,8,4078,5,3,3,73,0,1,20,6,5,8,8,9,9,7,7,9,2,0,1
1,9,23,5,2,10,34,4,12,293,5,3,2,75,0,2,33,7,10,1,3,8,3,8,9,7,2,0,4
1,6,19,5,0,6,5,33,1,9389,2,1,5,38,0,2,96,7,1,7,9,4,5,3,8,3,2,0,0
2,4,11,1,1,3,27,10,1,3725,1,0,1,87,3,3,22,4,1,5,8,6,10,10,8,1,3,1,5
1,2,14,2,1,1,15,1,11,4060,3,0,4,84,1,2,96,1,6,10,9,1,2,2,10,2,5,1,5
1,8,3,4,2,5,22,38,17,7827,2,0,5,92,0,4,24,5,1,6,6,8,1,1,1,10,10,0,2
1,3,29,1,0,2,25,23,2,509,3,0,1,125,0,1,147,3,4,8,5,8,9,10,8,5,6,0,1
2,1,21,4,2,4,10,29,18,2762,3,1,2,113,0,5,46,6,1,9,1,1,6,9,4,2,8,0,4
1,3,19,5,0,6,5,33,1,9389,2,1,5,38,0,2,96,7,1,7,9,4,5,3,8,3,2,0,0
0,4,28,3,3,3,32,15,18,1929,2,0,3,144,2,3,141,6,7,10,5,5,2,2,7,2,5,2,1
1,1,9,4,2,0,4,36,2,3988,2,2,5,56,0,4,88,3,3,6,7,1,4,4,9,3,1,0,3
2,9,12,1,0,2,50,5,7,5833,1,1,4,83,0,5,133,6,6,10,7,9,6,2,1,9,3,0,5
1,9,15,1,2,7,26,27,17,3661,5,1,2,115,3,0,20,1,7,10,5,2,7,2,8,5,7,0,0
1,5,5,3,0,2,13,41,8,5533,4,1,1,80,3,3,144,7,9,4,5,3,2,9,5,7,9,0,3
1,0,23,2,2,0,20,25,8,6151,2,1,1,105,0,3,145,2,2,4,5,7,1,3,7,9,5,0,4
0,5,8,3,2,9,17,31,15,7518,1,1,5,26,0,1,51,6,4,1,7,4,4,3,1,8,1,0,3
1,0,21,1,0,6,40,36,6,9134,4,3,4,34,0,4,49,1,8,1,5,2,9,3,2,10,9,0,4
1,4,1,0,0,0,5,9,11,4414,2,2,1,120,1,1,59,9,4,5,4,9,9,7,5,9,9,0,2
1,1,28,4,2,10,32,38,6,7159,3,2,4,65,0,5,65,9,9,3,6,10,7,9,1,1,4,0,1
2,0,19,0,3,7,12,15,0,6079,1,3,3,133,1,2,122,8,10,8,7,4,8,2,5,6,1,2,0
1,8,4,4,0,0,37,24,5,4683,1,1,4,33,1,4,34,10,2,7,7,4,3,1,7,6,1,0,2
0,0,13,3,2,6,10,16,17,7052,3,2,4,148,2,3,67,2,2,1,7,9,10,1,4,6,9,1,5
0,5,11,4,0,6,21,6,10,5073,5,3,2,126,0,4,54,5,2,1,1,8,8,6,4,8,9,0,5
2,7,27,1,2,0,3,14,10,7923,3,2,5,92,1,0,114,5,7,2,4,9,5,10,6,1,3,0,1
2,8,9,5,0,5,15,35,11,5899,5,1,5,45,0,1,69,3,3,9,5,4,10,5,10,5,7,0,3
0,6,27,1,2,8,12,44,8,6999,2,1,5,34,0,2,127,4,1,2,1,5,6,3,10,9,9,0,1
0,1,30,5,2,6,44,48,15,9172,2,2,2,110,1,1,68,7,6,4,7,2,8,9,5,6,8,0,1
2,8,20,0,2,9,42,20,2,60,2,2,4,106,3,1,78,1,10,2,8,4,8,1,9,1,7,0,4
1,7,19,2,3,0,8,36,14,4746,2,3,2,134,0,2,128,3,4,9,9,4,4,6,9,8,7,2,0
0,5,11,4,3,10,30,6,5,6145,5,2,3,74,0,5,29,1,8,4,2,9,10,2,8,9,8,0,5
0,3,7,3,3,9,40,31,11,5903,5,3,2,148,1,0,117,1,7,10,9,1,8,10,9,4,10,0,3
1,2,27,4,0,3,0,26,12,8221,1,1,2,35,3,0,37,2,4,9,10,3,10,6,6,2,1,0,1
1,4,13,1,1,8,8,39,16,5670,5,1,3,120,3,2,55,7,1,9,7,10,9,6,5,5,9,1,5
1,8,30,2,2,10,44,2,9,8661,5,1,3,37,0,5,116,2,2,10,2,1,1,4,10,2,3,0,1
2,8,8,4,1,9,28,0,5,3020,5,2,5,95,0,2,42,10,9,4,4,6,8,3,3,10,9,0,3
0,2,6,1,1,9,43,30,17,7350,3,1,5,59,0,0,31,9,10,5,3,7,9,6,2,9,2,0,3
2,7,21,0,2,1,41,27,0,108,5,0,2,132,2,2,64,1,9,3,1,4,4,10,1,5,2,0,4
1,3,29,1,2,0,7,25,3,6420,2,0,2,112,1,4,29,9,10,6,6,10,2,9,1,4,1,0,1
2,4,14,1,0,0,16,12,7,6881,2,3,4,93,1,1,136,3,3,1,8,5,5,9,5,2,5,0,5
2,6,9,2,1,1,6,43,18,796,4,3,2,26,2,1,55,7,10,9,7,9,2,7,2,1,2,0,3
2,2,17,2,1,0,36,22,7,8432,2,3,3,39,0,3,53,5,4,8,2,10,4,9,6,9,8,0,0
0,8,28,1,2,1,38,8,11,8166,4,2,1,37,0,0,47,6,2,7,7,10,5,5,10,1,9,0,1
2,3,14,1,0,4,39,18,0,4833,1,2,2,97,3,4,103,8,2,5,7,3,8,4,8,6,8,0,5
2,4,13,2,1,2,41,39,14,409,4,2,3,36,2,2,44,5,1,3,3,5,7,1,7,1,8,1,5
2,8,15,5,2,9,42,49,17,4266,2,2,1,138,2,4,28,4,9,6,6,9,8,7,6,4,10,0,0
2,1,26,3,2,9,13,49,8,5136,5,0,5,54,3,4,65,9,8,6,2,7,5,3,8,10,10,0,1
0,4,16,1,3,4,32,42,2,96,2,1,5,92,1,0,35,10,9,1,9,10,8,9,3,9,3,2,0
1,6,29,1,2,0,7,25,3,6420,2,0,2,112,1,4,29,9,10,6,6,10,2,9,1,4,1,0,1
0,6,19,3,2,10,49,28,2,3817,1,3,4,65,0,4,82,4,7,5,2,10,7,7,1,1,9,0,0
0,2,24,3,3,1,6,25,16,8110,5,0,2,118,3,0,28,5,3,5,9,2,5,8,10,2,8,2,4
2,2,17,3,1,7,29,8,17,4624,4,0,5,89,3,1,115,2,2,6,1,10,10,10,7,2,2,0,0
0,3,5,3,1,2,9,6,12,5675,3,1,1,132,3,4,50,2,1,8,1,6,8,3,10,2,9,0,3
0,2,27,5,0,1,3,12,11,4302,4,1,3,50,2,1,22,8,1,6,10,6,8,2,3,1,8,0,1
2,6,25,5,0,5,46,29,17,3632,1,0,2,30,3,0,96,2,1,10,9,4,2,1,10,7,5,0,1
0,9,12,0,3,10,24,50,8,846,3,3,1,148,1,3,62,1,7,4,7,10,5,1,8,2,1,0,5
1,9,10,1,3,5,35,2,12,5566,5,1,1,68,3,0,132,6,1,7,6,10,10,3,10,10,6,0,5
0,3,27,1,2,8,12,44,8,6999,2,1,5,34,0,2,127,4,1,2,1,5,6,3,10,9,9,0,1
2,0,12,1,0,2,50,5,7,5833,1,1,4,83,0,5,133,6,6,10,7,9,6,2,1,9,3,0,5
1,4,15,1,1,10,26,3,20,1062,3,1,4,81,2,2,127,4,10,3,10,2,1,2,6,8,5,0,0
2,8,3,5,1,0,22,33,13,2597,3,2,2,75,2,0,20,10,2,9,10,5,1,6,4,3,1,0,2
0,6,2,2,1,4,49,48,2,1333,1,3,2,79,2,1,40,4,7,3,3,10,2,5,1,2,4,0,2
0,7,1,2,2,6,1,33,8,2515,1,0,3,80,0,3,79,2,7,4,9,7,5,4,1,6,1,0,2
2,4,11,0,2,4,38,8,8,7645,2,3,1,59,0,3,82,4,4,5,9,10,6,2,8,1,8,1,5
0,8,6,3,0,9,28,23,19,4269,5,3,2,110,1,1,93,1,7,5,4,3,9,2,10,2,10,0,3
0,6,3,4,0,0,22,48,5,1209,5,0,3,126,0,1,47,9,1,10,7,7,4,10,1,4,6,0,2
1,4,25,1,3,10,50,12,6,8366,5,1,2,136,3,4,41,3,8,6,4,10,9,2,1,10,8,2,1
2,6,14,5,1,8,24,14,7,9447,1,1,3,89,1,5,37,5,3,4,3,2,6,1,8,2,3,1,5
0,7,18,3,0,8,17,0,13,6575,1,1,1,62,2,4,55,9,2,10,1,3,9,9,3,5,4,0,0
0,6,3,5,2,4,13,2,8,5208,5,3,5,60,0,3,131,2,3,1,6,4,3,10,6,4,1,0,2
2,3,17,1,2,1,31,22,11,8893,5,0,5,53,0,0,105,1,3,1,8,7,6,2,10,9,4,0,0
2,8,19,0,3,7,12,15,0,6079,1,3,3,133,1,2,122,8,10,8,7,4,8,2,5,6,1,2,0
2,5,5,4,0,8,37,10,16,4309,1,1,2,28,1,2,79,2,3,8,10,3,2,3,6,10,10,0,3
1,2,17,1,0,3,31,50,14,6340,1,2,5,140,1,4,49,8,6,8,2,6,3,3,2,3,5,0,0
1,5,30,4,0,3,43,14,17,7548,1,3,3,41,3,3,83,5,4,1,8,2,5,5,8,3,3,0,1
2,9,22,2,2,7,26,34,5,2937,3,1,3,140,3,3,72,8,10,5,7,10,8,5,7,5,8,0,4
2,0,17,4,3,3,33,43,12,6541,3,1,4,48,0,4,66,3,7,4,7,10,4,4,10,2,4,2,0
1,8,16,1,0,6,34,19,7,2093,3,0,1,57,3,2,25,5,9,2,1,1,6,8,8,2,4,0,0
0,9,11,3,2,8,11,33,7,6809,3,3,3,104,3,0,40,2,6,3,10,7,6,1,9,6,2,1,5
0,0,12,4,3,5,27,38,17,5976,4,0,4,126,1,0,23,10,2,9,2,10,1,7,1,3,2,0,5
2,7,30,1,2,5,36,3,12,5910,3,3,4,102,3,1,92,5,5,7,5,3,5,9,10,2,2,0,1
0,3,6,1,0,5,7,16,20,6921,2,0,3,87,2,0,23,4,7,10,10,9,9,7,10,3,2,0,3
1,0,30,1,0,4,6,40,5,5335,4,2,1,70,1,1,114,9,2,9,10,8,5,10,3,4,10,0,1
1,3,16,0,2,6,35,49,10,7568,1,1,5,137,3,1,51,6,8,6,1,9,8,9,9,6,7,0,0
0,0,6,3,0,4,38,1,19,2764,4,3,2,63,1,3,88,9,10,6,1,7,9,7,5,4,10,0,3
1,4,14,4,0,2,22,6,15,2081,1,1,2,48,0,2,44,2,1,1,3,5,7,3,5,6,2,0,5
1,0,8,5,2,10,18,47,8,351,3,3,3,60,0,1,139,7,5,5,2,5,2,5,2,2,4,0,3
1,1,3,0,2,7,3,0,1,6860,5,2,2,55,1,4,57,1,8,8,10,9,6,8,1,10,9,0,2
1,3,1,3,0,0,19,28,6,4153,4,1,2,111,1,5,34,3,1,5,5,6,9,4,10,3,10,0,2
1,5,3,0,2,7,17,40,0,3997,3,3,3,33,3,1,95,3,6,4,5,6,7,1,10,10,6,0,2
1,1,17,1,0,3,31,50,14,6340,1,2,5,140,1,4,49,8,6,8,2,6,3,3,2,3,5,0,0
1,7,12,2,3,1,30,31,9,325,5,0,5,78,2,1,27,3,7,5,1,7,8,1,2,7,2,0,5
1,8,7,3,2,6,46,39,10,5470,5,0,1,32,1,1,61,8,6,10,8,5,4,1,8,6,3,0,3
1,4,27,4,0,3,44,13,8,4078,5,3,3,73,0,1,20,6,5,8,8,9,9,7,7,9,2,0,1
2,2,19,3,2,3,50,11,13,3523,5,1,5,61,3,2,79,6,3,5,9,9,3,5,4,10,10,0,0
1,2,17,1,1,8,18,29,15,1693,2,3,5,39,3,3,20,6,3,3,3,4,7,9,3,6,7,0,0
2,0,17,4,2,10,30,18,14,6663,2,0,3,107,2,1,133,4,5,2,6,8,10,1,9,3,2,0,0
2,2,21,5,1,9,24,28,14,192,4,3,2,133,3,3,115,7,8,6,6,1,7,1,4,9,2,0,4
0,3,10,0,0,0,17,43,12,1648,4,2,5,38,3,4,136,2,2,10,2,10,3,8,4,3,4,0,5
2,1,20,0,2,9,42,20,2,60,2,2,4,106,3,1,78,1,10,2,8,4,8,1,9,1,7,0,4
1,4,17,1,0,5,26,46,4,1083,5,3,5,48,1,1,95,2,9,6,7,2,4,9,1,10,1,0,0
0,8,9,0,3,6,46,23,10,8694,3,3,4,94,3,1,116,7,1,1,10,5,10,6,2,5,10,0,3
2,8,8,2,2,1,48,47,19,1643,1,2,4,83,3,4,20,8,4,6,2,9,7,8,5,5,6,0,3
2,4,29,4,2,2,26,38,13,8485,4,2,3,40,2,2,27,6,6,8,6,1,7,2,3,8,9,0,1
1,6,19,3,3,1,30,4,7,2193,4,3,5,147,0,1,22,1,8,8,3,3,8,7,7,1,8,2,0
2,4,23,3,2,9,0,20,18,8965,1,0,4,63,1,2,117,3,8,7,4,4,3,4,10,10,1,0,4
0,7,12,5,2,10,41,1,1,9349,2,3,2,93,1,5,142,6,4,6,5,1,7,2,2,2,3,1,5
1,3,24,4,2,7,10,31,10,4009,1,3,3,121,1,2,125,1,1,8,5,2,4,5,8,1,9,0,4
1,0,9,3,1,5,0,26,3,4216,1,0,5,137,0,5,71,3,5,1,8,10,5,9,1,1,8,0,3
0,8,20,2,2,2,47,24,10,6413,2,2,4,34,1,4,81,9,7,2,1,10,6,2,4,10,7,0,4
0,2,17,5,3,3,49,6,0,5682,1,1,4,60,1,4,62,3,4,10,6,1,1,2,6,10,10,2,0
1,4,16,0,2,6,35,49,10,7568,1,1,5,137,3,1,51,6,8,6,1,9,8,9,9,6,7,0,0
0,2,17,5,3,3,49,6,0,5682,1,1,4,60,1,4,62,3,4,10,6,1,1,2,6,10,10,2,0
0,8,21,2,0,9,18,34,15,6320,2,1,4,26,3,3,147,7,2,5,1,7,2,2,7,8,10,0,4
2,7,12,1,0,2,50,5,7,5833,1,1,4,83,0,5,133,6,6,10,7,9,6,2,1,9,3,0,5
1,1,3,0,2,7,3,0,1,6860,5,2,2,55,1,4,57,1,8,8,10,9,6,8,1,10,9,0,2
0,8,30,2,0,6,15,31,17,6799,5,0,5,107,1,1,93,9,1,5,2,6,4,1,2,5,1,0,1
2,4,20,3,2,4,48,50,6,8500,1,0,3,76,2,2,134,2,1,10,8,10,1,10,9,5,3,0,4
1,5,27,4,0,3,0,26,12,8221,1,1,2,35,3,0,37,2,4,9,10,3,10,6,6,2,1,0,1
2,2,9,1,1,7,14,15,14,1005,5,3,4,40,0,1,79,2,6,1,8,1,8,7,4,2,6,0,3
1,6,9,4,1,4,24,44,10,7321,3,3,3,118,1,3,80,7,10,6,10,9,5,1,2,10,9,0,3
0,0,2,0,3,10,35,42,18,7572,2,3,1,81,3,0,79,9,5,3,3,10,10,9,1,2,8,0,2
1,9,19,1,1,4,13,2,8,8846,5,3,4,90,2,2,100,3,3,7,10,7,4,7,8,9,10,0,0
0,9,3,2,0,2,39,3,17,757,3,3,4,83,3,2,116,7,9,2,2,6,4,9,2,3,10,0,2
0,8,12,4,3,5,27,38,17,5976,4,0,4,126,1,0,23,10,2,9,2,10,1,7,1,3,2,0,5
2,4,29,0,3,1,9,23,4,2647,1,2,1,39,1,0,131,1,4,5,10,1,8,5,2,6,3,2,1
2,8,5,3,3,1,44,44,1,5446,5,3,1,124,3,0,49,10,5,6,3,4,7,4,4,1,3,0,3
2,2,17,2,1,0,36,22,7,8432,2,3,3,39,0,3,53,5,4,8,2,10,4,9,6,9,8,0,0
0,4,28,1,2,1,38,8,11,8166,4,2,1,37,0,0,47,6,2,7,7,10,5,5,10,1,9,0,1
2,3,10,2,1,2,5,26,9,8358,3,2,4,92,3,1,99,10,1,1,7,4,5,5,6,5,8,1,5
2,9,30,3,0,1,29,3,19,8428,5,3,3,62,0,1,113,2,1,7,8,5,2,7,7,6,9,0,1
1,5,6,0,3,0,4,25,19,8094,5,1,5,26,2,1,75,7,3,7,7,8,4,4,4,10,10,0,3
0,6,24,1,0,2,26,7,10,9546,5,0,1,24,1,1,98,7,9,2,7,2,10,8,4,8,10,0,4
1,5,13,4,1,5,11,31,6,2695,2,0,3,88,3,2,54,9,2,6,8,1,8,3,2,1,4,1,5
2,3,16,2,2,7,38,43,3,174,1,3,5,40,3,5,114,2,2,5,2,3,5,6,6,8,6,0,0
2,8,29,0,3,1,9,23,4,2647,1,2,1,39,1,0,131,1,4,5,10,1,8,5,2,6,3,2,1
1,7,29,1,2,0,7,25,3,6420,2,0,2,112,1,4,29,9,10,6,6,10,2,9,1,4,1,0,1
0,0,12,1,1,4,17,21,13,2578,2,2,5,27,1,2,56,10,3,10,1,3,9,1,7,2,7,1,5
0,8,17,5,3,3,49,6,0,5682,1,1,4,60,1,4,62,3,4,10,6,1,1,2,6,10,10,2,0
2,7,27,1,2,0,3,14,10,7923,3,2,5,92,1,0,114,5,7,2,4,9,5,10,6,1,3,0,1
0,5,11,4,3,10,30,6,5,6145,5,2,3,74,0,5,29,1,8,4,2,9,10,2,8,9,8,0,5
1,7,22,0,1,4,45,37,4,8385,1,2,2,60,0,4,28,3,9,3,7,8,9,3,2,8,5,0,4
0,7,4,1,1,1,8,18,0,3045,5,1,4,78,0,4,47,5,6,8,3,8,5,3,7,7,7,0,2
0,1,21,3,1,6,28,7,9,8158,3,0,4,124,3,2,108,10,3,3,3,2,8,6,7,3,4,0,4
0,7,28,3,3,3,32,15,18,1929,2,0,3,144,2,3,141,6,7,10,5,5,2,2,7,2,5,2,1
